1,2533213,0.01
1,2540433,0.09
1,2561514,0.12
1,2580003,0.31
1,2594596,0.17
1,2600532,0.11
1,2608045,0.05
1,2617190,0.08
1,2627609,0.03
1,2640153,0.05
1,2674970,0.3
1,2682408,0.09
1,2698190,0.06
1,2704153,0.01
1,2720544,0.22
1,2748489,0.15
1,2761477,0.34
1,2776464,0.12
1,2785797,0.24
1,2802175,0.35
1,2815286,0.03
1,2830048,0.16
1,2835094,0.05
1,2849837,0.07
1,2861565,0.25
1,2875990,0.08
1,2882186,0.01
1,2913872,0.34
1,2946761,0.18
1,2959802,0.48
1,2984146,0.19
1,2998536,0.21
1,3011299,0.41
1,3023991,0.16
1,3060156,0.36
1,3079630,0.06
1,3088914,0.12
1,3103397,0.04
1,3117651,0.11
1,3129233,0.42
1,3147434,0.33
1,3167139,0.1
1,3186732,0.23
1,3207386,0.19
1,3226420,0.09
1,3236474,0.11
1,3246083,0.44
1,3269618,0.38
1,3286625,0.4
1,3300727,0.14
1,3319504,0.42
1,3334485,0.03
1,3339136,0.1
1,3370739,0.03
1,3378715,0.17
1,3385784,0.16
1,3406007,0.43
1,3410586,0.5
1,3445462,0.42
1,3463386,0.28
1,3476866,0.04
1,3495064,0.29
1,3505545,0.08
1,3511395,0.13
1,3525569,0.42
1,3550027,0.59
1,3560706,0.18
1,3578643,0.56
1,3595831,0.2
1,3601720,0.06
1,3610600,0.2
1,3637139,0.42
1,3661398,0.03
1,3673963,0.2
1,3688876,0.24
1,3702490,0.39
1,3721830,0.01
1,3730356,0.21
1,3737463,0.6
1,3756323,0.39
1,3760557,0.45
1,3774933,0.1
1,3789432,0.51
1,3805640,0.1
1,3810912,0.26
1,3823078,0.15
1,3838394,0.45
1,3855254,0.5
1,3863634,0.11
1,3875559,0.45
1,3884142,0.56
1,3898021,0.35
1,3912979,0.12
1,3934961,0.09
1,3952385,0.73
1,3992829,0.59
1,4010394,0.06
1,4016502,0.31
1,4038170,0.03
1,4050599,0.02
1,4069681,0.4
1,4088333,0.61
1,4118055,0.11
1,4136477,0.42
1,4143111,0.19
1,4152695,0.11
1,4161251,0.12
1,4187324,0.3
1,4195850,0.22
1,4206893,0.06
1,4223016,0.07
1,4232075,0.11
1,4243426,0.13
1,4253423,0.42
1,4264942,0.19
1,4276774,0.46
1,4285351,0.05
1,4291797,0.16
1,4301928,0.19
1,4325978,0.6
1,4331353,0.1
1,4339346,0.06
1,4352827,0.1
1,4367069,0.11
1,4390086,0.17
1,4404539,0.03
1,4414057,0.3
1,4416558,0.21
1,4428634,0.15
1,4438136,0.33
1,4470788,0.02
1,4483143,0.28
1,4491913,0.25
1,4498681,0.11
1,4510723,0.07
1,4518600,0.2
1,4534926,0.33
1,4542343,0.2
1,4551856,0.15
1,4558164,0.06
1,4577418,0.25
1,4585551,0.24
1,4590471,0.1
1,4596683,0.13
1,4601582,0.23
1,4607112,0.06
1,4619130,0.1
1,4637595,0.08
1,4650391,0.07
1,4658468,0.07
1,4666550,0.07
1,4682800,0.08
1,4700003,0.1
1,4705216,0.01
1,4723000,0.29
1,4739355,0.34
1,4754248,0.01
1,4760930,0.01
1,4778225,0.25
1,4791819,0.01
1,4804713,0.14
1,4822772,0.07
1,4845092,0.3
1,4855456,0.22
1,4874446,0.39
1,4897390,0.1
1,4903246,0.06
1,4924760,0.26
1,4934397,0.15
1,4939040,0.01
1,4941622,0.02
1,4948390,0.03
1,4964717,0.42
1,4980632,0.12
1,4990124,0.06
1,4996116,0.01
1,5002866,0.15
1,5014479,0.09
1,5023091,0.41
1,5034396,0.04
1,5044477,0.2
1,5066571,0.09
1,5098334,0.2
1,5121402,0.06
1,5140115,0.16
1,5155963,0.38
1,5175504,0.17
1,5180320,0.18
1,5189450,0.12
1,5218635,0.05
1,5234575,0.3
1,5252907,0.13
1,5262630,0.01
1,5277780,0.01
1,5291946,0.05
1,5298628,0.01
1,5308924,0.01
1,5317376,0.01
1,5328421,0.08
1,5353592,0.05
1,5361223,0.01
1,5366841,0.04
1,5393545,0.17
1,5407393,0.06
1,5413756,0.04
1,5437726,0.36
1,5449302,0.31
1,5462253,0.06
1,5471857,0.28
1,5480929,0.16
1,5486445,0.33
1,5499355,0.04
1,5513265,0.01
1,5523977,0.03
1,5536755,0.01
2,95383,0.15
2,113905,0.02
2,129902,0.06
2,140082,0.14
2,149656,0.14
2,171214,0.01
2,183177,0.08
2,195776,0.01
2,208542,0.02
2,218399,0.02
2,235120,0.01
2,246667,0.01
2,259783,0.18
2,265692,0.07
2,279184,0.38
2,289429,0.29
2,318308,0.39
2,326041,0.48
2,342517,0.07
2,359839,0.19
2,372533,0.05
2,390762,0.1
2,408532,0.41
2,432057,0.07
2,448794,0.28
2,462896,0.01
2,487818,0.09
2,502445,0.06
2,512980,0.44
2,518689,0.4
2,537904,0.12
2,551228,0.03
2,570157,0.43
2,594429,0.22
2,604687,0.28
2,621879,0.01
2,637463,0.38
2,645536,0.06
2,649254,0.16
2,657434,0.02
2,673538,0.3
2,685043,0.41
2,719088,0.22
2,742342,0.25
2,745220,0.62
2,756559,0.32
2,776260,0.03
2,787519,0.09
2,794461,0.09
2,805432,0.23
2,818330,0.65
2,840165,0.37
2,871728,0.01
2,883547,0.09
2,902850,0.04
2,919729,0.15
2,938970,0.11
2,957997,0.16
2,973319,0.05
2,991031,0.04
2,1009012,0.06
2,1021416,0.14
2,1034630,0.06
2,1048973,0.16
2,1057797,0.26
2,1089225,0.1
2,1107356,0.27
2,1120149,0.1
2,1123753,0.02
2,1141686,0.41
2,1157276,0.29
2,1167105,0.16
2,1169916,0.21
2,1201815,0.02
2,1211576,0.08
2,1218935,0.05
2,1228956,0.16
2,1232601,0.1
2,1240584,0.32
2,1246420,0.24
2,1255201,0.17
2,1263905,0.53
2,1272086,0.32
2,1279970,0.58
2,1312584,0.37
2,1316300,0.29
2,1322695,0.08
2,1354079,0.05
2,1390370,0.41
2,1404843,0.07
2,1414134,0.05
2,1420712,0.1
2,1428946,0.16
2,1444492,0.28
2,1449751,0.21
2,1462619,0.41
2,1490539,0.04
2,1514321,0.21
2,1519956,0.03
2,1529334,0.2
2,1536905,0.11
2,1545364,0.51
2,1565674,0.02
2,1587587,0.13
2,1592054,0.19
2,1649764,0.2
2,1658122,0.32
2,1664975,0.17
2,1680440,0.15
2,1688574,0.08
2,1704867,0.41
2,1717752,0.17
2,1730309,0.12
2,1753434,0.16
2,1765886,0.27
2,1781829,0.26
2,1791904,0.06
2,1797195,0.03
2,1808026,0.2
2,1833724,0.04
2,1837685,0.05
2,1845199,0.02
2,1870330,0.09
2,1880179,0.12
2,1895505,0.12
2,1918104,0.09
2,1929243,0.17
2,1941985,0.42
2,1955244,0.28
2,1964686,0.18
2,1987173,0.08
2,2027780,0.3
2,2035403,0.34
2,2056510,0.3
2,2072281,0.1
2,2077564,0.11
2,2091888,0.06
2,2100904,0.01
2,2109310,0.01
2,2117792,0.25
2,2132132,0.22
2,2139624,0.18
2,2145514,0.07
2,2163634,0.25
2,2180590,0.27
2,2190182,0.3
2,2207092,0.25
2,2216239,0.2
2,2231868,0.22
2,2238603,0.12
2,2252074,0.18
2,2282820,0.12
2,2318853,0.32
2,2322243,0.32
2,2347730,0.21
2,2357183,0.01
2,2373967,0.14
2,2379949,0.09
2,2389680,0.08
2,2403598,0.08
2,2412894,0.12
2,2434427,0.22
2,2448612,0.21
2,2465317,0.05
2,2485034,0.1
2,2491092,0.14
2,2499479,0.08
2,2503770,0.12
2,2527412,0.37
2,2547320,0.02
2,2557464,0.27
2,2559093,0.01
2,2596041,0.29
2,2601808,0.25
2,2609155,0.02
2,2614037,0.06
2,2622205,0.06
2,2641131,0.01
2,2662387,0.06
2,2673881,0.1
2,2703235,0.29
2,2723006,0.06
2,2742002,0.34
2,2749420,0.1
2,2766183,0.18
2,2778285,0.05
2,2789729,0.3
2,2792440,0.44
2,2799830,0.47
2,2812552,0.01
2,2822096,0.09
2,2851918,0.06
2,2871220,0.08
2,2880262,0.07
2,2900409,0.14
2,2916236,0.03
2,2926087,0.03
2,2930902,0.06
2,2935558,0.12
2,2942660,0.28
2,2962766,0.02
2,2967941,0.03
2,2976815,0.04
2,2983316,0.17
2,2986841,0.21
2,3006087,0.01
2,3017563,0.01
2,3025845,0.13
2,3032267,0.07
2,3036105,0.05
2,3039997,0.06
2,3051269,0.3
2,3059406,0.07
2,3071638,0.1
2,3086513,0.11
2,3091974,0.05
2,3097222,0.17
2,3111629,0.1
2,3116780,0.06
2,3123468,0.14
2,3138358,0.13
2,3164076,0.02
2,3175543,0.37
2,3190233,0.03
2,3199818,0.02
2,3214362,0.05
2,3218556,0.05
2,3237173,0.17
2,3252870,0.09
2,3275570,0.09
2,3289550,0.23
2,3305235,0.06
2,3315172,0.22
2,3365308,0.34
2,3398583,0.11
2,3405453,0.06
2,3419511,0.14
2,3424585,0.41
2,3440203,0.02
2,3455022,0.07
2,3467468,0.21
2,3493499,0.21
2,3516675,0.19
2,3531565,0.01
2,3539857,0.09
2,3557798,0.03
2,3561732,0.07
2,3578125,0.06
2,3610155,0.1
2,3620129,0.1
2,3635929,0.4
2,3646453,0.12
2,3659529,0.23
2,3682163,0.19
2,3693112,0.06
2,3703535,0.01
2,3720420,0.14
2,3725567,0.16
2,3738188,0.14
2,3756712,0.17
2,3764707,0.34
2,3780241,0.02
2,3803892,0.16
2,3818098,0.31
2,3827825,0.16
2,3841437,0.24
2,3855342,0.09
2,3869682,0.04
2,3886485,0.01
2,3900253,0.05
2,3904410,0.01
2,3916478,0.32
2,3928190,0.18
2,3938481,0.35
2,3953780,0.16
2,3962583,0.05
2,3970452,0.04
2,3990318,0.04
2,4002516,0.09
2,4007606,0.02
2,4022194,0.23
2,4033745,0.27
2,4051434,0.07
2,4071488,0.05
2,4076171,0.07
2,4081184,0.11
2,4089537,0.11
2,4098783,0.06
2,4110594,0.01
2,4125259,0.09
2,4144648,0.25
2,4169757,0.07
2,4176724,0.1
2,4201876,0.16
2,4218106,0.03
2,4228211,0.08
2,4239024,0.26
2,4252369,0.04
2,4268616,0.05
2,4277149,0.04
2,4291694,0.02
2,4296568,0.01
2,4303482,0.15
2,4310678,0.09
2,4316724,0.09
2,4322099,0.01
2,4339109,0.07
2,4362350,0.18
2,4377939,0.12
2,4398329,0.01
2,4412059,0.01
2,4426827,0.1
3,33072,0.37
3,53520,0.26
3,63551,0.12
3,67657,0.26
3,74211,0.45
3,83162,0.13
3,88239,0.02
3,89852,0.13
3,97972,0.14
3,107375,0.25
3,118893,0.64
3,123235,0.5
3,142698,0.07
3,172314,0.04
3,189261,0.29
3,203746,0.52
3,221807,0.27
3,233612,0.31
3,247585,0.14
3,256477,0.13
3,280953,0.18
3,288104,0.46
3,299321,0.17
3,308448,0.18
3,314888,0.14
3,332126,0.33
3,368974,0.43
3,382413,0.09
3,397693,0.49
3,411015,0.09
3,429780,0.11
3,442665,0.01
3,454392,0.18
3,463582,0.13
3,471015,0.34
3,482235,0.07
3,507467,0.25
3,518748,0.62
3,525748,0.18
3,530741,0.18
3,551122,0.08
3,557218,0.07
3,565937,0.48
3,575026,0.52
3,582170,0.09
3,604102,0.35
3,610398,0.16
3,614675,0.05
3,623745,0.06
3,633017,0.12
3,642400,0.38
3,650744,0.1
3,664707,0.22
3,669270,0.22
3,687965,0.03
3,706984,0.17
3,718849,0.47
3,738425,0.24
3,755699,0.25
3,766179,0.3
3,790566,0.16
3,801635,0.22
3,806310,0.04
3,821150,0.53
3,835052,0.15
3,844051,0.18
3,852566,0.64
3,877939,0.12
3,888872,0.03
3,903088,0.23
3,936142,0.52
3,972909,0.45
3,986420,0.49
3,1007495,0.27
3,1015638,0.15
3,1024312,0.21
3,1029103,0.07
3,1035111,0.09
3,1042644,0.02
3,1046529,0.07
3,1053603,0.04
3,1061738,0.26
3,1065271,0.26
3,1144065,0.23
3,1166153,0.17
3,1178803,0.14
3,1193147,0.4
3,1202595,0.15
3,1213271,0.06
3,1229658,0.04
3,1255450,0.56
3,1281777,0.09
3,1298289,0.16
3,1308642,0.06
3,1322786,0.52
3,1340542,0.55
3,1369233,0.48
3,1396804,0.43
3,1409066,0.57
3,1416334,0.53
3,1451189,0.46
3,1471600,0.12
3,1485038,0.02
3,1511153,0.28
3,1531714,0.45
3,1542795,0.11
3,1558661,0.43
3,1578378,0.42
3,1594674,0.53
3,1608596,0.52
3,1615755,0.13
3,1625914,0.01
3,1640448,0.15
3,1655583,0.24
3,1658391,0.08
3,1683073,0.49
3,1691448,0.49
3,1717654,0.76
3,1722830,0.49
3,1741516,0.1
3,1753518,0.48
3,1758406,0.32
3,1782355,0.1
3,1794867,0.1
3,1812940,0.17
3,1821777,0.42
3,1843516,0.52
3,1858637,0.14
3,1869591,0.27
3,1886985,0.09
3,1896728,0.06
3,1930800,0.25
3,1966937,0.38
3,1976530,0.21
3,1985155,0.13
3,1994696,0.2
3,2001220,0.2
3,2011666,0.13
3,2022227,0.23
3,2035807,0.48
3,2046290,0.17
3,2069384,0.25
3,2076986,0.14
3,2094845,0.01
3,2104673,0.28
3,2116823,0.32
3,2127134,0.05
3,2134335,0.18
3,2141517,0.24
3,2152468,0.13
3,2159427,0.03
3,2169269,0.14
3,2187653,0.16
3,2204942,0.54
3,2207771,0.13
3,2220027,0.11
3,2223435,0.08
3,2236847,0.04
3,2248700,0.1
3,2262826,0.07
3,2270016,0.1
3,2277456,0.32
3,2292222,0.14
3,2300593,0.23
3,2336653,0.24
3,2362302,0.27
3,2368801,0.17
3,2384723,0.49
3,2391951,0.19
3,2405446,0.19
3,2409900,0.19
3,2420654,0.24
3,2431896,0.39
